number,address,balance,perct_coins,first_in,last_in,ins,first_out,last_out,outs
422,1PDvc2EDpNmZWjEEig5ZaHq8NLdzUU87ES,"4,308 BTC ($211,266,255)",0.02%,2021-11-25 3:08:13,2021-11-25 3:17:28,2,,,
423,"17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb
wallet: 26510646","4,301 BTC ($210,928,996)",0.02%,2016-11-06 18:35:38,2021-05-29 7:13:09,5044,2017-02-08 4:48:42,2021-09-29 9:42:39,333
424,3N5Nny9doXSfjYh5k9XNdG8baE1kiayx5o,"4,289 BTC ($210,357,566)",0.02%,2018-01-29 2:30:45,2021-06-09 4:35:57,26,,,
425,3D2VByjWzEZ9SURwhLzoCWipQQQUCrHVKQ 3-of-6,"4,282 BTC ($209,987,748)",0.02%,2021-07-27 16:16:13,2021-10-12 11:51:00,11,2021-08-18 8:19:32,2021-10-12 11:51:00,10
426,"12qA97T8hsDgvVoRCXGZifd9PCraqvd2DW
wallet: 63673195","4,275 BTC ($209,644,683)",0.02%,2020-06-14 21:48:24,2021-12-28 2:53:54,126949,2020-06-15 20:58:38,2021-12-28 3:32:09,21536
427,1JCrPqogEKEpM9fuFQV7LpF9e8cgf3YZ8m,"4,251 BTC ($208,487,517)",0.02%,2018-01-26 22:11:42,2021-10-10 22:54:55,25,2018-02-13 11:47:20,2018-02-13 11:47:20,1
428,1DTibFT2vzUhM3LjCL7PXUbwgv3KfhAD3Y,"4,230 BTC ($207,455,959)",0.02%,2021-02-26 1:13:46,2021-07-11 19:32:53,67,,,
429,124ixYbTUb5jBAsY5X9pJfimdc3x1qJSPu,"4,230 BTC ($207,455,959)",0.02%,2021-02-25 5:01:02,2021-07-11 19:32:53,77,,,
430,1GDsWXPNUqKp2AtqRNZuUgzoCChuJfpi6f,"4,230 BTC ($207,455,959)",0.02%,2021-03-02 17:39:33,2021-07-11 19:32:53,67,,,
431,1MGRMRJkMvEbmSRZxtA5zkAoZiDBEnrFGj,"4,230 BTC ($207,455,959)",0.02%,2021-02-25 10:33:12,2021-07-11 19:32:53,68,,,
432,1AN2EJMCyKn8dcfv8gonihvRPvyYuNUuQP,"4,230 BTC ($207,455,959)",0.02%,2021-02-26 3:06:52,2021-07-11 19:32:53,67,,,
433,1PPWcRj9k2oRr2uEJUQpmTo293a68tkjTX,"4,230 BTC ($207,455,959)",0.02%,2021-02-25 5:07:35,2021-07-11 19:32:53,70,,,
434,"18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ
wallet: 64394647","4,176 BTC ($204,798,274)",0.02%,2011-01-29 2:31:18,2021-06-09 4:35:57,62,2011-05-29 0:18:47,2020-07-11 10:20:46,9
435,bc1qz3m6agu2fsa9p6475xqk777axceyl07mhvwtrv80349mxyckelustuqyc7,"4,166 BTC ($204,321,644)",0.02%,2021-09-15 6:12:03,2021-12-22 4:19:18,14,2021-10-07 5:34:01,2021-12-22 4:19:18,13
436,188r3qaNRfFMVebuPDVEHBzKmWfTSdBj7p,"4,161 BTC ($204,079,430)",0.02%,2018-12-17 0:35:51,2021-12-18 0:11:24,114,2019-05-01 2:47:30,2021-12-17 22:56:40,97
437,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,"4,109 BTC ($201,513,812)",0.02%,2013-04-25 1:58:46,2021-06-09 4:35:57,34,,,
438,"3FQ1j5SRRTBihpw97A5mWcaE8jn9u9YGoc
wallet: OKEX-coldwallet","4,105 BTC ($201,309,705)",0.02%,2020-06-12 16:08:16,2021-12-24 20:51:01,77,2020-06-30 1:00:09,2021-10-09 0:14:10,26
439,1gtmmzwhqUzhb8XoShHwgyrzbJwdZ47ok,"4,073 BTC ($199,779,819)",0.02%,2017-09-22 10:51:10,2021-06-09 4:35:57,65,2018-02-05 2:22:50,2019-12-10 11:34:00,12
440,1PuXkbwqqwzEYo9SPGyAihAge3e9Lc71b,"4,056 BTC ($198,922,143)",0.02%,2020-10-23 9:15:27,2021-07-11 19:32:53,44390,2020-10-23 11:07:05,2021-07-10 7:12:24,42388
441,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,"4,049 BTC ($198,580,955)",0.02%,2013-12-11 11:15:43,2021-06-09 4:35:57,37,,,
442,3HDCw5jHZt5J6Xm59c2NzsFezK7TeUk4Fw,"4,032 BTC ($197,755,316)",0.02%,2020-07-15 21:33:04,2021-06-09 4:35:57,15,,,
443,1eNYBayUb4UfZH1HEBeKZv1eLAB8MuXG7,"4,020 BTC ($197,158,549)",0.02%,2020-12-13 11:33:06,2021-06-09 4:35:57,10,,,
444,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,"4,000 BTC ($196,182,658)",0.02%,2014-11-30 15:06:15,2021-06-09 4:35:57,55,,,
445,1Ms9vJaEdo4JFADcukMjZVzP7EgKEJgrw4,"4,000 BTC ($196,182,504)",0.02%,2021-04-22 23:22:10,2021-10-03 20:41:06,6,,,
446,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,"4,000 BTC ($196,177,790)",0.02%,2010-07-25 1:35:23,2021-06-12 11:42:16,32,,,
447,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,"4,000 BTC ($196,177,788)",0.02%,2011-06-27 23:46:13,2021-06-12 11:42:16,33,,,
448,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,"4,000 BTC ($196,177,779)",0.02%,2011-05-17 15:52:51,2021-06-12 11:42:16,33,,,
449,3CkcwbJSg22rng8kmM5h3xM9wAyx9LRjTT,"4,000 BTC ($196,177,744)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,17,2020-06-18 8:33:58,2020-06-18 8:33:58,1
450,3QbrveqTynaBCkLErjkKpQiTtNwXxZMB57,"4,000 BTC ($196,177,744)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,16,2020-06-18 8:40:41,2020-06-18 8:40:41,1
451,3Bg2GznyRPA7hKb8djGwRZjr87XR3MrUgZ,"4,000 BTC ($196,177,744)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,16,2020-06-18 8:47:23,2020-06-18 8:47:23,1
452,3QjeqXjQezmmC4rueLJh1d4pHKDPQiomBJ,"4,000 BTC ($196,177,744)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,16,2020-06-18 9:00:50,2020-06-18 9:00:50,1
453,3DvACYtTcYh2i5cPmjs1APsbxpW4BxuJAU,"4,000 BTC ($196,177,744)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,16,2020-06-18 8:40:41,2020-06-18 8:40:41,1
454,34dUnJZeubiRPRwcPTKSCheijXjGTMpppX,"4,000 BTC ($196,177,744)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,16,2020-06-18 8:33:58,2020-06-18 8:33:58,1
455,3MD3yyLUJLGwB5JgcPot92mwfHNE2MxwLe,"4,000 BTC ($196,177,743)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,15,2020-06-18 8:33:58,2020-06-18 8:33:58,1
456,3311NrsdWmckE8NL5CbAZV3RcKTM8vSChV,"4,000 BTC ($196,177,743)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,15,2020-06-18 8:35:33,2020-06-18 8:35:33,1
457,3KFiNrDGfKotN9bb6DS6MKEhtuczpx8P87,"4,000 BTC ($196,177,743)",0.02%,2020-06-18 8:01:29,2021-06-12 11:42:16,15,2020-06-18 8:33:58,2020-06-18 8:33:58,1
458,3BUQ3zeV52QPX2SHrnBPjmdHT7KbzF7cuC,"4,000 BTC ($196,177,700)",0.02%,2020-12-22 2:30:24,2021-06-12 11:42:16,9,,,
459,1MPsPzkBK3w8J6CJyAFUkoiSaxTqWRabsk,"4,000 BTC ($196,177,697)",0.02%,2019-07-24 20:35:27,2021-06-12 11:42:16,18,,,
460,1HJDQbLauXEkzsTujzw5PaAqbcDCBeLiq1,"4,000 BTC ($196,177,695)",0.02%,2019-07-24 20:35:27,2021-06-12 11:42:16,18,,,
461,19JSjdxgx4Ck4NkmeKq7KNCFEhn1n4cHSS,"4,000 BTC ($196,177,651)",0.02%,2021-04-22 17:47:52,2021-06-12 11:42:16,4,,,
462,1DLhdcY6xwMzvnsUxuTiXM3EsvtEmiHdkh,"4,000 BTC ($196,177,645)",0.02%,2021-04-22 17:20:02,2021-06-12 11:42:16,4,,,
463,1Kz8mmYiCNMUHL7XZZxi3Q7CEzyQir7NrB,"4,000 BTC ($196,177,644)",0.02%,2021-04-22 17:47:52,2021-06-12 11:42:16,4,,,
464,1JUuAaHSuxy4hSuBz3HknjLdCtmL28Hcj8,"4,000 BTC ($196,177,595)",0.02%,2017-10-19 21:20:20,2021-06-12 11:42:16,24,,,
465,1DWB2HajYBcDBuB2iSGzRVaCpcQKEPvCsj,"3,997 BTC ($196,021,415)",0.02%,2019-06-28 16:50:23,2021-06-12 11:42:16,18,,,
466,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,"3,963 BTC ($194,344,507)",0.02%,2011-01-13 14:30:16,2021-06-12 11:42:16,40,,,
467,3K6zNdH8bhefaVD7ob2RchKSmiXr5bZes4,"3,958 BTC ($194,122,701)",0.02%,2021-04-29 19:07:42,2021-06-12 11:42:16,3,,,
468,35h3wuHCVzuULtL7nRtYq9bzWVRR554QbY,"3,950 BTC ($193,725,402)",0.02%,2017-08-22 6:35:50,2021-06-12 11:42:16,26,,,
469,"13Sscnm9MNVCLxLHCHm18dcmbroxDyN2X8
wallet: 54550768","3,940 BTC ($193,228,876)",0.02%,2020-01-13 12:37:32,2021-12-27 15:51:52,310,2020-01-22 23:09:54,2021-12-24 5:48:41,304
470,1D9Tagw8NWdG63XE5Sy8PsGHxtEyVJWQrg,"3,933 BTC ($192,883,581)",0.02%,2018-05-02 21:00:54,2021-06-12 11:42:16,21,,,
471,1812yXzGSekCMvWE477MK9q7PDYcdSNBNT,"3,901 BTC ($191,318,084)",0.02%,2020-05-24 18:38:10,2021-06-12 11:42:16,16,,,
472,"bc1qwfgdjyy95aay2686fn74h6a4nu9eev6np7q4fn204dkj3274frlqrskvx0
wallet: 9924891","3,888 BTC ($190,698,018)",0.02%,2020-11-03 11:02:49,2021-12-28 8:38:47,732699,2020-11-03 18:47:58,2021-12-28 8:38:47,729502
473,bc1qe2j9m2fynkj54qtpddpv4sjjp55jczacuwsu8v,"3,879 BTC ($190,251,189) / +3879 BTC",0.02%,2021-12-01 12:32:23,2021-12-01 12:51:18,2,2021-12-01 13:20:18,2021-12-01 13:20:18,1
474,bc1qtvnldgwn60xgesdcafk0xzjlq5a4k84ndrlqlv,"3,858 BTC ($189,190,274)",0.02%,2021-08-18 5:18:12,2021-08-18 5:34:33,2,2021-08-18 5:34:33,2021-08-18 5:34:33,1
475,"bc1qxh4h6v4skh9na8x5ze9uv6yasdcgvhegr7ag3w
wallet: 77541876","3,827 BTC ($187,670,608)",0.02%,2021-06-23 2:52:44,2021-12-27 23:11:58,160,2021-06-30 12:42:07,2021-12-27 23:11:58,151
476,124YoiaSaUssbBeP5RukbSN9Evc3UJfwPj,"3,820 BTC ($187,367,993)",0.02%,2016-11-26 7:39:22,2021-12-27 9:20:34,2674,,,
477,12Ze14vvoMxEAijZcJVCTG8uzcPB8TSTrs,"3,791 BTC ($185,908,837)",0.02%,2020-05-08 6:15:30,2021-07-23 16:55:58,75,2020-05-27 15:47:35,2020-05-27 15:47:35,1
478,16J5dHdRbgoZ9VmLkEGJnk2eLXpQefYJTe,"3,734 BTC ($183,114,176)",0.02%,2021-06-03 20:30:32,2021-06-12 11:42:16,2,,,
479,1yAFNheT6MyMddhYXqjW9yYgNh6KiKTWb,"3,716 BTC ($182,249,333)",0.02%,2017-12-28 7:20:08,2021-06-13 4:29:41,26,,,
480,3C4DYuMD7d3vZFFy1tTWQXVFksjB69L9By,"3,685 BTC ($180,728,700)",0.02%,2020-12-24 22:43:28,2021-06-09 11:39:20,10,,,
481,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,"3,674 BTC ($180,199,471)",0.02%,2013-04-25 4:09:35,2021-06-09 11:39:20,30,,,
482,1LFg7FKFDa1bHDM5xVguUetpw42huik2ME,"3,667 BTC ($179,846,304)",0.02%,2019-05-10 17:32:03,2021-12-16 9:24:52,80,2019-05-11 9:07:08,2021-08-11 19:00:41,76
483,"bc1qfd9wg4eh4ey7ar9my04xk67mxf7rax8nkuwqjqwpttkcqj6wqkcq3kpx98
wallet: 60048742","3,658 BTC ($179,413,071)",0.02%,2020-03-03 6:46:08,2021-12-14 23:05:34,164,2020-06-01 17:28:08,2021-12-25 2:29:13,84
484,3FzFX9bXNYmA9nxTH51LCqm4XtCaaC6SEw 3-of-6,"3,653 BTC ($179,182,590)",0.02%,2021-03-09 16:23:28,2021-12-24 18:42:58,100,2021-03-15 20:48:20,2021-12-24 16:01:44,91
485,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,"3,623 BTC ($177,694,962)",0.02%,2018-10-25 3:19:48,2021-06-09 11:39:20,55,,,
486,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,"3,616 BTC ($177,356,101)",0.02%,2018-08-22 5:51:05,2021-12-16 16:55:43,50,2018-09-29 0:04:48,2021-12-16 16:55:43,22
487,1fw4PbvZXdzbKo5WD3hdSvqKDze3g4HHe,"3,615 BTC ($177,286,278)",0.02%,2018-08-22 18:41:39,2021-12-09 22:06:50,41,2018-09-29 1:39:39,2021-12-09 22:06:50,21
488,bc1qkqpfk4za0tjwyra0u7crtysx8ang5xmths5s5v,"3,610 BTC ($177,067,124)",0.02%,2021-11-01 3:29:34,2021-11-01 3:33:45,2,2021-11-01 3:33:45,2021-11-01 3:33:45,1
489,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,"3,600 BTC ($176,560,060)",0.02%,2013-03-13 9:10:00,2021-06-09 11:39:20,31,,,
490,16HYWQ8HbyZV38mSAFYk5fnZgEeD27B6s2,"3,583 BTC ($175,720,775)",0.02%,2020-04-27 15:29:36,2021-12-28 1:14:58,1404,2020-04-29 16:30:06,2021-12-27 19:51:37,1375
491,35QASqiGmQmHoccRc8pk9EtPVDFZDrFA59,"3,574 BTC ($175,275,593)",0.02%,2021-07-01 22:54:13,2021-07-19 22:09:37,2,,,
492,bc1q9gkp6stycd870sc9sv70ulj7esd7ynmgqfdaud,"3,573 BTC ($175,233,272)",0.02%,2020-12-28 20:40:43,2021-06-09 11:39:20,7,,,
493,18h6Qix8BKR6xJBfhNNrkftPkWT98ggd4R,"3,572 BTC ($175,186,817)",0.02%,2020-12-13 7:26:49,2021-06-09 11:39:20,9,,,
494,bc1qg87c30jyj5nrf3jl2puv2w9fyy9pfp554sxn9t,"3,552 BTC ($174,220,995)",0.02%,2020-12-28 20:40:43,2021-06-09 11:39:20,7,,,
495,bc1qd3a6eefkkurt4ddxhj902p6wpvvhl2fyasqaag,"3,537 BTC ($173,480,444) / +3537 BTC",0.02%,2021-12-06 21:35:10,2021-12-06 21:35:10,1,,,
496,bc1q9x82ww3mngsvpdmq30t6m4gmhksdwdaaprlpvr,"3,512 BTC ($172,220,473)",0.02%,2020-12-28 20:40:43,2021-06-13 4:29:41,7,,,
497,bc1qhkya3avpxfm0pajdw0h89gaa08vyk924zj67v0,"3,502 BTC ($171,777,111)",0.02%,2020-12-28 20:40:43,2021-06-09 11:39:20,7,,,
498,1HRpC4MqQsvFpQRpXtxnyB1Y3YQfwY21Du,"3,500 BTC ($171,655,445)",0.02%,2017-10-19 21:50:39,2021-06-13 4:29:41,19,,,
499,1HxUtcqtfrgGJSkaEXgjv3XFLaCYbQ7nji,"3,500 BTC ($171,655,445)",0.02%,2021-04-22 17:32:29,2021-06-09 11:39:20,2,,,
500,bc1qkj2qdzlzh2aptn5cu52ucf3nkmjj9x89qrd0tr,"3,500 BTC ($171,655,444)",0.02%,2020-12-28 20:43:53,2021-06-09 11:39:20,7,,,
